,valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo
150516,0.189,1994,0.967,"['Slovak Radio Symphony Orchestra', 'Ronald Binge']",0.126,157627,0.045,0,6PIW6Kvgi3aekqZW2vguaK,0.93,2,0.0784,-25.621,1,Sailing By,39,1994-07-11,0.0401,76.472
85837,0.858,1987,0.0923,"[""Sinéad O'Connor""]",0.564,278907,0.882,0,2Y0RrFJ7HcvGadAQHJQOiD,0.314,0,0.0549,-9.343,1,I Want Your (Hands on Me),36,1987-11-04,0.0306,102.062
103273,0.81,1993,0.286,['Liberación'],0.682,186787,0.655,0,4zMbXGwG3NxMWWNUrRkik5,5.35E-06,5,0.11,-8.622,1,Todo Por Tu Amor,40,1993-01-01,0.0363,87.787
113028,0.629,1961,0.164,['Ahmad Jamal Trio'],0.676,285187,0.32,0,5TrCFhG0tv1OGOSZlQgofr,0.85,8,0.916,-18.348,1,They Can't Take That Away From Me - Live,11,1961-09-08,0.0604,132.376
48032,0.812,1974,0.177,['Lynyrd Skynyrd'],0.515,449067,0.545,0,7fffRtECtDOektHCqXqvoB,0.0149,9,0.126,-11.731,1,Take Your Time - Single Version,35,1974-04-15,0.0361,139.078
143,0.0494,1921,0.916,['KHP Kridhamardawa Karaton Ngayogyakarta Hadiningrat'],0.261,496065,0.164,0,7agPeo1jNiA5OEXGFDzl7I,0.0574,9,0.104,-11.019,1,Gati Wiwaha,1,1921,0.0331,105.664
64648,0.904,1968,0.259,"['Eliseo Herrera', 'Los Corraleros De Majagual']",0.844,160080,0.662,0,77gJYlcUaM5opTFUf5qgGW,0.00196,0,0.0619,-6.115,0,La Burrita,33,1968-07-26,0.0804,127.539
97390,0.981,1963,0.13,['The Beach Boys'],0.596,111053,0.688,0,6mGuqpKesu26K9xFmKJbzW,0.000343,8,0.0712,-11.668,1,Shut Down (Stereo),18,1963-03-25,0.0465,159.976
96827,0.847,1960,0.853,['Los Teen Tops'],0.471,143467,0.671,0,1PMR8shdAcHaFb0UmdUeS8,0,9,0.546,-9.129,1,Quién Puso el Bomp (Who Put the Bomp),9,1960,0.0394,90.703
71792,0.486,2003,0.864,"['Zooey Deschanel', 'Leon Redbone']",0.611,212427,0.32,0,0rzY0whyLE68ENX7mvoHAN,0,10,0.11,-11.111,1,"Baby, It's Cold Outside",46,2003-11-04,0.0625,86.754
146281,0.82,1973,0.272,['Neil Diamond'],0.598,283067,0.907,0,1bnoOEKxcWEiedLscMAUR7,0.000645,9,0.736,-6.589,1,"Cherry Cherry - Live At The Greek Theatre, Los Angeles/1972",34,1973-03-03,0.048,93.873
106340,0.826,2008,0.425,['The Band Of Heathens'],0.589,232893,0.633,0,1HcV9P8MnklEbDNk3CNdNg,0.000153,7,0.0997,-6.428,1,Jackson Station,45,2008-01-01,0.0342,124.499
130964,0.683,1971,0.158,['The Doobie Brothers'],0.636,209133,0.797,0,6jREzOYrZmp7gxYwKwBdl5,3.75E-06,7,0.081,-8.564,1,Nobody,24,1971,0.0448,120.072
129423,0.51,1963,0.7,['The Raindrops'],0.552,128960,0.674,0,26j1AFFgKumXtOdcmZX3YF,0,7,0.29,-10.34,1,The Kind of Boy You Can't Forget,16,1963,0.0644,100.758
130201,0.661,1967,0.0447,['Roberto Carlos'],0.418,244627,0.514,0,6BCDi00NHvkEIO4fkvImTT,1.00E-04,7,0.0718,-11.618,1,Quando - Versão remasterizada,44,1967-04-07,0.0449,127.239
33356,0.612,1994,0.0875,['Alan Jackson'],0.673,260493,0.679,0,6IEIPevuDocD80PovsX6kN,0,7,0.0752,-7.337,1,Gone Country,50,1994-06-28,0.0254,125.614
105155,0.745,2002,0.142,['Los Rieleros Del Norte'],0.556,197933,0.871,0,67foWfrFF0pHYh7H0XQuBl,9.09E-06,7,0.0581,-0.853,1,La Equivocación,43,2002-01-01,0.0276,111.859
140333,0.0703,2018,0.000897,['21 Savage'],0.879,288364,0.41,1,1uULQtJ8rbsX5TwjPpPc9Q,2.09E-05,8,0.108,-9.233,1,4L,60,2018-12-21,0.551,80.011
51569,0.462,1991,0.569,['KMD'],0.895,239800,0.5,0,39VMTN5lZ9x41aySZGTbsJ,0,2,0.0937,-15.83,1,Peachfuzz,44,1991,0.328,113.811
94878,0.327,1951,0.994,"['Johann Sebastian Bach', 'Robert Casadesus', 'Dimitri Mitropoulos', 'New York Philharmonic']",0.447,336733,0.202,0,1136l3FJmtXCAlXTzdzALK,0.902,2,0.125,-17.082,0,"Concerto for 3 Pianos in D Minor, BWV 1063: I. Allegro",0,1951,0.031,80.116
78048,0.469,1948,0.911,"['Igor Stravinsky', 'Seiji Ozawa']",0.456,188840,0.351,0,2vxQTFfEAnVLWldkYcOxMh,0.855,5,0.634,-15.944,1,The Rite of Spring: Part I: The Adoration of the Earth: Harbingers of Spring (Dances of the Young Girls),0,1948,0.0426,112.603
109862,0.729,1945,0.994,"['Johann Sebastian Bach', 'William Kapell']",0.213,151240,0.189,0,3NAJNosmiCxXusjvL92ezc,0.919,2,0.148,-22.547,1,"Partita No.4 in D Major, BWV 828: Aria",0,1945,0.0379,174.128
66531,0.58,1977,0.3,['Cecilio & Kapono'],0.576,267040,0.446,0,1hVFp0RznThhVeWpMic9Tg,0,6,0.0968,-13.252,1,Here With You,32,1977,0.0273,93.026
32917,0.407,1991,0.0462,['Isaac Hayes'],0.313,273067,0.34,0,4NU6Vnrsh09TdZtIBYBwTA,0.000465,6,0.0735,-15.315,1,Walk On By,52,1991,0.0504,145.955
50011,0.787,1984,0.102,['Lou Reed'],0.53,197707,0.858,0,75ZIcqlga3HJf5IT3UFinx,0.36,2,0.126,-6.971,1,"I Love You, Suzanne",44,1984-04-01,0.115,162.936
71011,0.416,1999,0.0281,['Red Hot Chili Peppers'],0.573,198067,0.994,1,0GcWf1Cc4ixN35D3O9VdcP,0.00543,4,0.367,-0.407,0,Get on Top,52,1999-06-08,0.342,114.563
96051,0.548,1956,0.882,"['Carmen Delia Dipini', 'René Touzet']",0.677,182373,0.162,0,3cTTtRTbmtq6TZIWDiPI3h,0.043,3,0.306,-12.974,1,Si No Vuelves,16,1956-01-01,0.0367,103.541
104073,0.873,1997,0.745,['Banda Machos'],0.535,181107,0.369,0,60UOcLgASgH7nfjckAHadn,0,10,0.285,-9.254,1,Tu otro dios - Tu dios de poder,41,1997-04-11,0.0408,175.569
107248,0.0393,2012,0.983,"['Camille Saint-Saëns', 'Stéphane Tétreault', 'Fabien Gabel', 'Orchestre Symphonique De Québec']",0.116,214987,0.059,0,59eTbibtvvBIGj27eN3zqq,0.913,7,0.152,-26.632,1,Le Cygne,57,2012-09-25,0.0446,94.137
74599,0.45,2017,0.772,['Tauren Wells'],0.486,249242,0.302,0,398Dfg7EisARPcvixgrtuI,0,2,0.073,-10.72,1,Hills and Valleys (The Valleys Version),63,2017-06-23,0.0332,79.258
132675,0.427,1979,0.673,['Bette Midler'],0.254,341400,0.619,0,6bKUbLPvQPNncB030k6lJL,0.00408,6,0.892,-10.679,1,Stay with Me,30,1979,0.0694,115.435
54772,0.347,2007,0.0168,"['Rich Boy', 'André 3000', 'Jim Jones', 'Nelly', 'Murphy Lee', 'The Game']",0.681,351053,0.727,1,1qXLj4ywjsA0hGmaibmnn3,0,1,0.074,-5.086,0,Throw Some D's Remix,49,2007-01-01,0.323,160.882
74901,0.0678,2019,0.877,['WNX'],0.149,200000,0.254,0,4WIupOFPnMTMYf3DVBbQ62,0.965,1,0.111,-38.619,1,Lo-Air,70,2019-04-26,0.0728,137.11
63747,0.967,1963,0.571,['The Dovells'],0.736,125053,0.799,0,1n1jUJ1BTzacNOrm2dCHQ5,0,10,0.327,-5.834,1,If You Wanna Be Happy,24,1963-01-01,0.0348,94.719
25648,0.827,1955,0.795,['Larry Collins'],0.58,94067,0.937,0,6nbyCzrdQT2evLDr3cDbKT,0.00134,0,0.433,-4.552,1,Whistle Bait,13,1955,0.0973,94.168
158547,0.0891,1959,0.995,"['Fred Waring', 'The Pennsylvanians']",0.174,109493,0.119,0,7FNxWcCMO8ZswDkrdmDxQd,0.0284,4,0.138,-22.229,0,Jesu Parvule,6,1959-01-01,0.0471,177.248
153378,0.563,2009,0.362,"['Alice Ripley', 'Aaron Tveit', 'J. Robert Spencer', 'Louis Hobson', 'Jennifer Damiano', 'Adam Chanler-Berat']",0.483,194120,0.718,0,1ZBksmlgG0Z2AWRjXT63Mn,0,0,0.12,-6.083,1,I'm Alive,44,2009-05-05,0.094,161.02
7556,0.591,1959,0.965,['Tom Lehrer'],0.562,159467,0.435,0,7rhcSlt2YG5X8uTdN0o0lk,0,7,0.932,-13.963,1,Poisoning Pigeons In The Park,34,1959-01-01,0.575,111.367
106552,0.966,2009,0.778,['Aaron Neville'],0.657,249227,0.492,0,0INkcALLD8NAM6tbn4qbMj,0.000223,8,0.113,-11.677,0,Hercules,54,2009-01-01,0.0404,166.646
17228,0.251,2008,0.391,['Jamey Johnson'],0.544,290680,0.404,0,7CNd7rjfVt74TFlcOcnZgN,3.98E-06,3,0.157,-8.751,1,In Color,69,2008-01-01,0.0354,129.518
104732,0.42,2000,0.0135,['Green Day'],0.708,213240,0.692,0,4gd9sHUPgvFpQz70Oj4bwe,3.92E-05,1,0.0742,-4.286,0,"Blood, Sex and Booze",45,2000-10-03,0.0341,92.631
105259,0.355,2002,0.581,['John C. Reilly'],0.452,237707,0.164,0,6TtN9cU9bK6TJX0DBSu6pd,0,4,0.287,-13.214,1,Mister Cellophane,44,2002-11-08,0.0963,85.156
97301,0.977,1963,0.388,['The Beach Boys'],0.597,110960,0.819,0,3Gbt5V4ziKObpKNafmgyx1,1.53E-05,8,0.055,-8.182,1,Shut Down - Remastered 2001,17,1963-10-07,0.0399,159.914
70599,0.794,1997,0.0378,['The Notorious B.I.G.'],0.914,235187,0.721,0,6RTmG6ufyJlNMrUeDwaEKl,0,9,0.16,-5.036,1,Going Back to Cali - 2014 Remaster,40,1997-03-04,0.136,99.02
133811,0.677,1985,0.236,['George Strait'],0.495,124293,0.48,0,0WATgbkQ180jRkpYnfOwlK,2.44E-06,11,0.202,-13.952,0,Right Or Wrong,24,1985-01-01,0.0436,207.527
166155,0.0373,1998,0.527,['Jerry Goldsmith'],0.0698,353320,0.0618,0,4D7qjCFBUSleoTGevgVZxn,0.937,4,0.157,-25.277,0,"The Burned-Out Village - From ""Mulan""/Score",34,1998-01-01,0.0458,61.254
36978,0.579,2012,0.00229,['Thousand Foot Krutch'],0.532,231667,0.878,0,6jg3Om6ZBMKlylforWGPEC,0.000282,5,0.0771,-4.431,0,War of Change,64,2012-04-17,0.0326,104.026
169842,0.406,2016,0.000389,"['Korn', 'Corey Taylor']",0.576,200960,0.785,0,3ns1Hn52RB28zGVHiFvz7W,0.0109,10,0.103,-4.873,1,A Different World (feat. Corey Taylor),54,2016-10-21,0.0355,105.118
19517,0.664,2019,0.0408,['TOKYO?�S REVENGE'],0.907,150115,0.539,1,0Q2n5yzl2XRqYbV77tZNYp,0,4,0.253,-7.782,1,GOODMORNINGTOKYO!,77,2019-10-18,0.36,124.918
58302,0.862,1931,0.989,"['Francisco Canaro', 'Charlo']",0.78,194000,0.3,0,5NrvViug1HgtHNIQC7ob4X,0.0754,1,0.166,-6.823,1,Otario Que Andas Penando - Remasterizado,0,1931-11-04,0.0624,116.274
8538,0.942,1964,0.719,['Sam Cooke'],0.669,148267,0.54,0,4vQPj9Zh7cyoeqEy8oitmz,0,7,0.194,-10.768,1,(Ain't That) Good News,44,1964-03-01,0.125,116.448
76009,0.357,1931,0.989,"['Frédéric Chopin', 'Robert Lortat']",0.481,106613,0.181,0,6dJFgIoZUqewWB8cCC3xVG,0.756,6,0.104,-17.695,1,"Waltzes, Op. Posth. 70: No. 1 in G-Flat Major. Molto vivace",0,1931,0.0395,96.563
150424,0.221,1994,0.956,['Kenny G'],0.295,149040,0.129,0,4RBDxKGQWcxCdRUkxcHiKi,0.387,9,0.0689,-16.407,0,The Chanukah Song - From Miracles 1994,33,1994-10-31,0.0404,146.09
96799,0.787,1960,0.706,['Nancy Wilson'],0.635,102800,0.358,0,5ukCsdL0MX55SGgHswhqn1,0,8,0.112,-7.801,1,On The Street Where You Live,15,1960-01-01,0.0349,98.641
19932,0.213,1926,0.141,['Э?не?? Хеминг??й'],0.625,109100,0.363,1,0ONtFyXc0lIiVqUEItnGLP,0,1,0.291,-18.943,1,Ча??? 41.2 - Фие??а,0,1926,0.933,171.434
167049,0.543,2002,0.0656,"['Kirk Franklin', 'Shirley Caesar']",0.76,281573,0.696,0,4wBRXLzV3rKXm1CWqrY8nv,0,5,0.0945,-9.46,1,911,36,2002-02-19,0.253,97.008
133989,0.289,1986,0.0403,['Peter Cetera'],0.613,270960,0.361,0,3f3p50l9pbdpM1sVvsmAg6,0.000137,11,0.269,-14.627,0,Only Love Knows Why,35,1986,0.0264,144.549
131098,0.612,1971,0.748,"['Manolis Mitsias', 'Voula Gika']",0.592,187000,0.517,0,0EJWpgvUpaQA1NLtPxMGBs,0,8,0.0786,-9.426,0,"Afta Ta Heria - From ""Ena Astio Koritsi""",35,1971-03-23,0.0526,133.261
136290,0.58,1997,0.348,['Gravediggaz'],0.735,273800,0.684,0,3Kf5NZ6FNS0mcizq0tgBZC,0,4,0.369,-10.498,0,Diary of a Madman,34,1997-09-16,0.451,91.168
60605,0.841,1947,0.981,['Shamshad Begum'],0.564,176239,0.403,0,33b1Nzskerp1aeHCqYQwwv,0.625,11,0.504,-7.786,1,Hamen Jinse Hai Pyar,0,1947-12-31,0.132,134.117
92811,0.808,1930,0.995,['Leuteris Melemenlis'],0.369,164760,0.55,0,3g6XqZbJwKUGrit34d0ABJ,0.0378,6,0.144,-7.293,1,Me ekapses geitonissa,0,1930-01-01,0.0438,71.447
119177,0.915,1991,0.609,['Mike Reid'],0.57,190467,0.682,0,6e3TEBkczYWFjZOLRp5NB3,1.04E-06,4,0.205,-12.551,1,Walk On Faith,32,1991,0.0294,154.293
94074,0.381,1947,0.832,['Honoré de Balzac'],0.687,181000,0.159,0,4JkrVzsNKoeKUOMTIQr4LS,0,2,0.215,-21.354,1,Kapitel 8 - Die läßliche Sünde,0,1947-11-29,0.804,102.292
136426,0.718,1998,0.000999,['New Order'],0.724,376947,0.874,0,1HkXY1LjFkAQF01DctB796,0.35,1,0.125,-6.898,1,Blue Monday,42,1998,0.0426,126.355
167654,0.72,2006,0.00099,['Godsmack'],0.636,326493,0.731,0,3eljm8lXziNgOd9WMnpTL0,0.0667,0,0.29,-9.124,1,Voodoo Too,41,2006-01-01,0.0285,129.551
63865,0.386,1964,0.932,['The Brothers Four'],0.409,180093,0.0748,0,76uM5or7ojybfbYRDQKyl6,0.0672,2,0.11,-23.374,1,"Come to My Bedside, My Darlin'",37,1964-09-15,0.0359,147.159
46150,0.772,1964,0.209,['Otis Redding'],0.556,173640,0.324,0,1jUEQGkfKfR9CcHliBJ4z4,5.83E-06,3,0.0964,-11.593,1,I Need Your Lovin',30,1964,0.0486,118.616
138539,0.231,2008,0.00111,['A Skylit Drive'],0.317,194907,0.834,0,7DtwEwGYdcZDlXDoDmW0zo,2.24E-06,10,0.14,-4.219,1,All It Takes For Your Dreams To Come True,44,2008-05-20,0.0754,89.804
14832,0.671,1996,0.00589,['Butthole Surfers'],0.631,297267,0.804,0,1ng36571Iyov4HBxUClySn,0.00116,7,0.16,-5.492,1,Pepper,65,1996-01-01,0.166,79.898
73766,0.53,2013,0.0537,['Arctic Monkeys'],0.661,191040,0.73,0,2QUlMbvD9bL8wHqfsoqoet,3.44E-05,6,0.14,-6.779,0,Stop The World I Wanna Get Off With You,63,2013-09-02,0.0574,95.027
67043,0.69,1980,0.12,['Neil Diamond'],0.597,175600,0.55,0,2JH9OdzfdBhCQkKGriFUeb,1.40E-06,9,0.982,-15.004,1,"You Baby - From ""The Jazz Singer"" Soundtrack",42,1980-11-10,0.0535,129.97
66446,0.291,1977,0.0354,['Jackson Browne'],0.506,330408,0.885,0,2GOO9UKA3Z1tTBSF6KUcZb,0.0383,9,0.722,-7.46,1,Running on Empty - 2018 Remaster,37,1977,0.0753,136.913
19490,0.421,2019,0.617,['Peach Tree Rascals'],0.676,210000,0.525,0,4ja2gzrNh9VNigzoXfmbwD,0,9,0.356,-5.88,1,Mariposa,83,2019-08-28,0.028,112.011
63762,0.938,1963,0.643,['The Beach Boys'],0.504,111467,0.495,0,3yCaxSU0wdPnMpTbilzSvO,3.26E-05,5,0.0665,-7.571,1,Farmer's Daughter - Remastered 2001,26,1963-03-25,0.0321,145.943
79586,0.676,1956,0.739,['Otis Rush'],0.71,145013,0.411,0,5tjqrBNo7cOAC66qOXnKgn,0.0621,6,0.133,-10.446,0,Violent Love,13,1956,0.0414,118.59
90705,0.571,2012,0.00131,"['Calvin Harris', 'Example']",0.596,234360,0.952,0,7B1Dl3tXqySkB8OPEwVvSu,0,7,0.598,-4.364,1,We'll Be Coming Back (feat. Example),65,2012-10-29,0.0873,127.945
21722,0.731,1935,0.194,['Э?не?? Хеминг??й'],0.691,119700,0.136,1,06z3m2cUeEbinSb9oAIIqK,0,11,0.385,-18.159,0,Ча??? 33.2 - ?елен?е ?олм? ???ики,0,1935,0.94,140.82
4070,0.773,1942,0.926,['The Pied Pipers'],0.742,184070,0.243,0,2J0bqrTQEzMWdutO6mX4CA,0,10,0.0873,-11.013,1,Sugar Foot Stomp,9,1942-06-20,0.105,73.438
124000,0.362,2016,0.0104,"['Big Wild', 'Tove Styrke']",0.602,191007,0.901,0,1wPRqq1czM3ny6189e56mq,0.00677,8,0.0799,-3.842,0,Aftergold (feat. Tove Styrke),53,2016-03-25,0.0854,94.57
10937,0.154,1976,0.474,['Mort Garson'],0.292,201178,0.242,0,4CyTrR4c13d57jCVstfS8T,0.0074,8,0.0954,-12.61,1,Plantasia,54,1976,0.0417,175.343
11668,0.263,1980,0.445,['Eagles'],0.356,184640,0.331,0,1osAmhnIT0rtuqLZ1IliBQ,0,7,0.891,-11.065,1,Seven Bridges Road - Live; 1999 Remaster,58,1980-11-07,0.0435,111.995
39480,0.419,1930,0.98,['Al Bowlly'],0.509,181133,0.0721,0,1hNyLjSb3khZFbk9dD8tdk,2.39E-05,4,0.108,-21.884,1,Isle of Capri,2,1930,0.0896,169.277
73339,0.234,2011,0.431,['Beyoncé'],0.51,239213,0.627,0,64Tp4KN5U5rtqrasP5a7FH,0,7,0.0927,-6.59,1,I Was Here,60,2011-06-24,0.0336,110.992
91754,0.471,2017,0.0814,"['Katy Perry', 'Skip Marley']",0.562,237733,0.8,0,7qvxFz3JodM0A7xEM7k3YD,0,0,0.199,-5.404,1,Chained To The Rhythm,70,2017-06-09,0.112,95.029
167399,0.533,2004,0.741,['Alison Krauss & Union Station'],0.449,171080,0.475,0,2Id6ySo7TSbqQpZmhAR4Fh,7.26E-06,2,0.211,-9.228,1,Restless - Remastered,38,2004-01-01,0.0313,171.896
98344,0.162,1968,0.973,['Joni Mitchell'],0.429,164333,0.185,0,53QbBfo0PTUKfOBM0YoPU7,9.45E-06,10,0.114,-11.945,1,The Pirate of Penance,27,1968-03-01,0.0392,98.682
137148,0.963,2001,0.223,['The Grass Roots'],0.646,161493,0.724,0,7559mU7Aee1Y7X5Q28nBFQ,0,0,0.0671,-8.915,1,Sooner Or Later,37,2001-01-01,0.0322,125.455
115728,0.13,1974,0.255,['Roxy Music'],0.51,290693,0.425,0,5CNyyQlUaE9xe16XctPHI1,0.147,2,0.0891,-9.219,0,Bitter Sweet,31,1974-11-01,0.0351,117.792
116701,0.292,1979,0.98,['Dexter Gordon'],0.471,402573,0.0973,0,4EaNQXQIuiBlQe5fe5fae6,0.882,5,0.138,-15.674,0,I'm A Fool To Want You,32,1979-01-01,0.044,91.239
39395,0.739,1930,0.936,['Τάκη? ?ικολάο?'],0.479,251115,0.155,0,1LH6pup7YAof2mYbsjVtF5,0.00117,2,0.291,-14.5,1,??α?μ?αο?ζο,0,1930-01-01,0.0553,138.302
163090,0.478,1982,0.256,['APO Hiking Society'],0.445,227773,0.723,0,1kQeKECpaG6NW8eCniMiXX,0,2,0.22,-9.735,1,Princesa,35,1982,0.0863,126.309
155868,0.247,1940,0.991,['Marika Papaggika'],0.218,168907,0.333,0,4uij2MLgxU20wcqghMwTZc,0.981,0,0.192,-12.962,1,Kinisa o mayros,0,1940-01-01,0.0433,75.816
99317,0.934,1973,0.103,['Bo Diddley'],0.745,177880,0.63,0,6uNSPeniN037HeHsAX9Rxg,0.00317,7,0.0516,-14.054,1,Bo Diddley,37,1973-01-01,0.0356,110.136
162357,0.757,1979,0.189,['Donnie & Joe Emerson'],0.598,173627,0.741,0,719xOHsYh4WqlNG1ngWodz,0.000645,3,0.083,-10.628,0,Give Me The Chance,24,1979,0.0548,94.751
115899,0.663,1975,0.672,['Bob Dylan'],0.549,219067,0.665,0,0NCVTPhS9FmQQwHUmuJNUm,0,7,0.357,-6.475,1,Orange Juice Blues,28,1975-06-26,0.0319,102.026
22415,0.549,1938,0.994,['Cristian Vasile'],0.424,188735,0.218,0,3bhSY5Uh6J9kUz2gWvKt7p,0.00012,4,0.426,-15.493,0,Ochii tăi m-au vrăjit,0,1938-01-01,0.0482,104.223
164957,0.478,1992,0.133,['Jon Secada'],0.52,240867,0.634,0,2UfAxAPFNHkpArkEhBbyd4,0,5,0.29,-8.768,1,I'm Free,33,1992-01-01,0.0275,197.315
145163,0.265,1967,0.312,['Miles Davis'],0.33,441813,0.663,0,7nkwZ1Hy7cmUNPVLgLStdz,0.0976,8,0.0689,-12.73,1,Limbo,20,1967-10-23,0.0626,88.42
117101,0.677,1981,0.00465,['New Order'],0.595,286907,0.887,0,7gtRfBtNgat1RFIgMgjSkk,0.775,0,0.112,-9.58,0,Senses - 2015 Remaster,32,1981-01-13,0.0672,133.811
41848,0.222,1943,0.966,"['Bedřich Smetana', 'Prague National Theatre Orchestra', 'Rudolf Vasata', 'Marie Podvalová']",0.341,174373,0.216,0,5GoV0I5qshYWBwCOLYWrGE,1.34E-06,0,0.357,-14.362,1,"The Devil´s Wall: ""Hedvika"" (Hedvika)",0,1943,0.0566,91.346
149770,0.281,1990,0.688,['Whistle'],0.347,315040,0.236,0,6A8ZWP9TV2Ygd88Kv8sUBP,0,3,0.111,-13.536,1,Right Next To Me,41,1990,0.0291,170.154
50869,0.734,1988,0.183,['Mannheim Steamroller'],0.786,251267,0.557,0,3oj82721sluKkESJagui38,0.00201,7,0.176,-8.036,1,Little Drummer Boy,38,1988,0.0307,107.909
77051,0.803,1941,0.996,"['Nalini Jaywant', 'Husn Banu']",0.608,172449,0.109,0,7kCNks7hRHO3KiTt0McC1g,0.898,2,0.16,-12.488,1,Mohe Le Chal Apni Nagariya,0,1941-12-31,0.404,66.219
2030,0.782,1932,0.98,"['Bing Crosby', 'Isham Jones And His Orchestra']",0.673,183973,0.266,0,6aA7NZBylYudCGZKYvZ7vk,0.0963,2,0.125,-13.653,1,Sweet Georgia Brown (with Isham Jones & His Orchestra),16,1932,0.232,205.142
154169,0.785,2013,0.00202,['R5'],0.732,211920,0.766,0,2KM6IUxhLt6Xd7beWuIkWf,0,0,0.0701,-4.959,1,(I Can't) Forget About You,47,2013-01-01,0.0348,119.956
116482,0.569,1978,0.0461,['Bob Marley & The Wailers'],0.499,378107,0.875,0,6OWAt08kYkABKYiiGOOdXn,4.89E-06,7,0.938,-6.6,1,"Lively Up Yourself - Live At The Pavillon De Paris, 1977",34,1978-01-01,0.16,80.161
58516,0.462,1935,0.996,['Cristian Vasile'],0.572,187037,0.269,0,2OlHfAdmS4sMZmf6NjDi4R,0.644,0,0.191,-14.668,1,Ce-ar fi,0,1935-01-01,0.0432,111.333
32760,0.414,1991,0.0302,['U2'],0.432,316427,0.679,0,4SzIZFruLhiAzhuMtAhIRt,0.000435,7,0.053,-10.594,1,Who's Gonna Ride Your Wild Horses,54,1991-11-18,0.0366,132.678
119163,0.486,1991,0.828,['Roger Miller'],0.65,123160,0.21,0,5A6wl06KscRjwC6aeTo7HF,0,2,0.119,-16.138,1,Old Toy Trains - Single Version,32,1991-01-01,0.0307,104.87
92032,0.368,2019,0.357,"['Flume', 'Vera Blue']",0.574,231663,0.612,0,2zoNNEAyPK2OGDfajardlY,0,0,0.158,-4.741,1,Rushing Back,71,2019-09-25,0.0781,136.046
58345,0.645,1931,0.705,['Zofia Dromlewiczowa'],0.722,114900,0.247,0,5m26fNb26aYgsmMyf6KzMy,0,1,0.129,-21.806,1,Chapter 3.16 - Dziewczynka z Luna Parku: Część 1,0,1931,0.95,123.278
39667,0.47,1931,0.995,['Kanak Das Biswas'],0.382,174400,0.137,0,4EiWfp1skvAFpGjurf7EBQ,0.836,9,0.211,-14.261,1,Sedin Amay Bolechhile,0,1931-12-01,0.0373,78.751
77322,0.519,1945,0.988,"['H Khan Mastana', 'Zohrabai Ambalawali']",0.529,201921,0.191,0,1uXKPz7eqPjYGHN309s1Kk,0.468,6,0.116,-12.597,1,Jago Jago Sabdhan Ho,0,1945-12-31,0.266,127.445
50834,0.252,1988,0.0896,"[""Jane's Addiction""]",0.257,259667,0.901,0,5lCjgHTEE7tbmzDVaCloGC,0.0137,9,0.227,-9.074,1,Ocean Size,42,1988-08-23,0.0832,93.286
45138,0.226,1959,0.954,['Chet Baker'],0.635,274000,0.0606,0,1vwkhGz6yRMFIz01ikj2U5,0.875,5,0.0686,-17.532,1,Time On My Hands (You In My Arms),33,1959,0.0559,91.695
35860,0.556,2006,0.734,['The Monotones'],0.428,138298,0.594,0,1N131UBLlYAUJNVpHOfEc1,0,10,0.567,-12.716,1,The Book of Love,54,2006-01-24,0.379,198.67
20723,0.519,1930,0.982,"['José Marín', 'Vicente Gomez', 'Guillermo Gomez']",0.413,185992,0.241,0,08QHsEFzUvxM3nixo4SOcH,0.939,3,0.118,-22.834,0,Rapsodia Andaluza,0,1930-01-01,0.0371,131.781
46517,0.426,1966,0.683,['Donovan'],0.454,195560,0.332,0,4vYvv6ODTNaEn3Do2CFpCc,0.0311,6,0.146,-14.65,0,Three King Fishers,33,Sep-66,0.0362,115.202
55528,0.561,2011,0.0521,"['New Boyz', 'Chris Brown']",0.573,219080,0.848,1,3wCSVS7KM9CIIHrChpabQ3,0,7,0.25,-2.742,1,Better with the Lights Off (feat. Chris Brown),52,2011-05-13,0.057,112.084
35297,0.729,2003,0.0484,['Ben Harper'],0.527,266907,0.735,0,6FvtSHS3hzjS8itHJPRzoJ,2.30E-05,10,0.185,-6.477,0,Diamonds On The Inside,62,2003-01-01,0.0379,77.882
165400,0.139,1994,0.842,['Reba McEntire'],0.438,263120,0.182,0,35yVdjCKWDFbHMbH9fIN5p,0,0,0.0796,-11.989,1,She Thinks His Name Was John,31,1994-04-26,0.0344,128.754
12422,0.868,1984,0.589,['Bruce Springsteen'],0.62,155880,0.446,0,3PzsbWSQdLCKDLxn7YZfkM,0.0299,1,0.0727,-14.451,0,I'm On Fire,75,1984-06-04,0.0347,88.591
34228,0.534,1998,0.00129,['Marilyn Manson'],0.564,303467,0.834,1,1XLDwj2XXXNPOJvpvjHOas,0,2,0.886,-6.978,1,I Don't Like The Drugs (But The Drugs Like Me),55,1998-09-14,0.0384,93.906
71084,0.637,2000,0.137,['Polo Montañez'],0.469,364573,0.528,0,21iD8UKoYicaMmVISo6Pi4,0,10,0.0884,-10.359,1,Un Montón De Estrellas,65,2000-03-14,0.0412,95.991
120690,0.255,1999,0.0393,['Donell Jones'],0.647,258000,0.31,0,4CIgAAGGh1gO2MYohEq8hZ,5.54E-06,10,0.0446,-8.979,1,I Wanna Luv U,39,1999-05-29,0.0299,134.104
